Entry_No,Posting_Date,Document_Type,Document_No,External_Document_No,Transaction_No,G_L_Account_No,Description,Amount,Debit_Amount,Credit_Amount,Source_Code,Source_Type,Source_No,Dimension_Set_ID,Global_Dimension_1_Code,Global_Dimension_2_Code,Business_Unit_Code,IC_Partner_Code,User_ID,Reversed,Reversed_by_Entry_No,Reversed_Entry_No
285,2026-03-31,,WB-2026-03,,285,B70240,STANBIC CHECK OFF,61997.0,61997.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
286,2026-03-31,,WB-2026-03,,286,B70260,Stanchart Check off,385097.0,385097.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
287,2026-03-31,,WB-2026-03,,287,B70270,Vuna Pension Plan,143000.0,143000.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
288,2026-03-31,,WB-2026-03,,288,B70280,Prov-Sundries,740300.0,740300.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
289,2026-03-31,,WB-2026-03,,289,B70310,Higher education loan Board,145488.3,145488.3,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
290,2026-03-31,,WB-2026-03,,290,B70330,Commissions Payable,11500.5,11500.5,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
291,2026-03-31,,WB-2026-03,,291,B70340,CRS-Trade (Operating),5760906.2,5760906.2,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
292,2026-03-31,,WB-2026-03,,292,B70360,Welfare Fund Contributons,-24260.0,0,24260.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
293,2026-03-31,,WB-2026-03,,293,B70390,Equity Check off,-147939.0,0,147939.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
294,2026-03-31,,WB-2026-03,,294,B70400,Other Payables-Refunds,2499999.76,2499999.76,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
295,2026-03-31,,WB-2026-03,,295,B70410,Housing Levy,27084.0,27084.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
296,2026-03-31,,WB-2026-03,,296,B70420,Absa Check off,655406.0,655406.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
297,2026-03-31,,WB-2026-03,,297,B75120,Tax Provision-Other,21909338.32,21909338.32,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
298,2026-03-31,,WB-2026-03,,298,B80120,Fees Suspense A/c,-5014404.76,0,5014404.76,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
299,2026-03-31,,WB-2026-03,,299,B80170,VAT Control Account,-11627014.29,0,11627014.29,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
300,2026-03-31,,WB-2026-03,,300,I10047,IAC Fees,-3200000.0,0,3200000.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
301,2026-03-31,,WB-2026-03,,301,I10060,Actuarial - Once-off,-64316782.37,0,64316782.37,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
302,2026-03-31,,WB-2026-03,,302,I10067,AF Trust Fund,-539822.0,0,539822.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
303,2026-03-31,,WB-2026-03,,303,I10068,Retirement plans - Income Draw Down,-1323458.0,0,1323458.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
304,2026-03-31,,WB-2026-03,,304,I10070,IPP - Vuna Retirement Plan,-7234107.0,0,7234107.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
305,2026-03-31,,WB-2026-03,,305,I10073,AFRF Admin Fees,-23787030.31,0,23787030.31,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
306,2026-03-31,,WB-2026-03,,306,I10121,Interest Income,-341201.26,0,341201.26,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
307,2026-03-31,,WB-2026-03,,307,I10122,Trustee Training/Workshops,250000.0,250000.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
308,2026-03-31,,WB-2026-03,,308,I25001,Emol.Pack-Salaries,62333687.88,62333687.88,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
309,2026-03-31,,WB-2026-03,,309,I25002,Emol.Pack-Housing Subsid,935028.0,935028.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
310,2026-03-31,,WB-2026-03,,310,I25003,Emol.Pack-Med.Contribut.,2888646.79,2888646.79,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
311,2026-03-31,,WB-2026-03,,311,I25004,Emol.Pack-Pens.Contribut.,4897446.3,4897446.3,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
312,2026-03-31,,WB-2026-03,,312,I25005,Emol.Pack-Other,191800.0,191800.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
313,2026-03-31,,WB-2026-03,,313,I25009,Co.Contrib-Life Assurance,930285.58,930285.58,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
314,2026-03-31,,WB-2026-03,,314,I25020,Temporary Staff-General,190500.0,190500.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
315,2026-03-31,,WB-2026-03,,315,I25024,Welfare-General,107136.0,107136.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
316,2026-03-31,,WB-2026-03,,316,I25026,Training EXTERNAL,889515.73,889515.73,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
317,2026-03-31,,WB-2026-03,,317,I25027,Training INTERNAL,106220.0,106220.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
318,2026-03-31,,WB-2026-03,,318,I25029,Other Staff Costs,-9534562.92,0,9534562.92,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
319,2026-03-31,,WB-2026-03,,319,I25043,NITA Contribution Employer,31600.0,31600.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
320,2026-03-31,,WB-2026-03,,320,I25044,Emol-Pack PRMF,140250.0,140250.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
321,2026-03-31,,WB-2026-03,,321,I25071,Prem-Cleaning,247500.0,247500.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
322,2026-03-31,,WB-2026-03,,322,I25072,Prem-Electricity,134064.79,134064.79,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
323,2026-03-31,,WB-2026-03,,323,I25073,Prem-Security,73259.06,73259.06,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
324,2026-03-31,,WB-2026-03,,324,I25074,Prem-Rates,452598.3,452598.3,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
325,2026-03-31,,WB-2026-03,,325,I25079,Prem-Rental(EXTERNAL),2118586.06,2118586.06,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
326,2026-03-31,,WB-2026-03,,326,I25080,Prem-Parking(EXTERNAL),343680.0,343680.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
327,2026-03-31,,WB-2026-03,,327,I25111,Printing-General,209119.5,209119.5,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
328,2026-03-31,,WB-2026-03,,328,I25114,Stationery-General,92104.01,92104.01,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
329,2026-03-31,,WB-2026-03,,329,I25141,Prof.Fees-Audit Fees,475641.0,475641.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
330,2026-03-31,,WB-2026-03,,330,I25145,Prof.Fees-Other,4125808.01,4125808.01,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
331,2026-03-31,,WB-2026-03,,331,I25181,Trav. Air Fares,756730.6,756730.6,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
332,2026-03-31,,WB-2026-03,,332,I25182,Trav. Accom.,3314621.56,3314621.56,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
333,2026-03-31,,WB-2026-03,,333,I25187,Conference Costs,164545.0,164545.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
334,2026-03-31,,WB-2026-03,,334,I25193,Conference Attended by Us,83750.0,83750.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
335,2026-03-31,,WB-2026-03,,335,I25203,Bus.Advert-General,4151394.94,4151394.94,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
336,2026-03-31,,WB-2026-03,,336,I25232,Telephone-Variable,754642.75,754642.75,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
337,2026-03-31,,WB-2026-03,,337,I25236,Courier Services Cost,34999.72,34999.72,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
338,2026-03-31,,WB-2026-03,,338,I25262,S/ware Depreciation,783300.8,783300.8,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
339,2026-03-31,,WB-2026-03,,339,I25263,Bldg.Imp.(L/Hold)-Deprec,775516.02,775516.02,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
340,2026-03-31,,WB-2026-03,,340,I25264,Furn-Depreciation,271544.56,271544.56,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
341,2026-03-31,,WB-2026-03,,341,I25265,Equip-Depreciation,848194.93,848194.93,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
342,2026-03-31,,WB-2026-03,,342,I25268,Goodwill amortisation,65027.17,65027.17,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
343,2026-03-31,,WB-2026-03,,343,I25291,Entertainment-(IN TOWN),2779768.67,2779768.67,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
344,2026-03-31,,WB-2026-03,,344,I25326,Int.Paid-Other,220819.86,220819.86,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
345,2026-03-31,,WB-2026-03,,345,I25329,Unrealised Currency gain/loss,-16164.72,0,16164.72,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
346,2026-03-31,,WB-2026-03,,346,I25358,Subscriptions General,2466493.25,2466493.25,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
347,2026-03-31,,WB-2026-03,,347,I25360,Bank Charges,2484.0,2484.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
348,2026-03-31,,WB-2026-03,,348,I25361,Books & Periodicals,65680.01,65680.01,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
349,2026-03-31,,WB-2026-03,,349,I25362,STAFF WELFARE,135000.0,135000.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
350,2026-03-31,,WB-2026-03,,350,I25363,CLIENT GIFTS AND REWARDS,70000.0,70000.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
351,2026-03-31,,WB-2026-03,,351,I25365,Donations-Charitable,2060000.0,2060000.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
352,2026-03-31,,WB-2026-03,,352,I25367,Summary:Gen Exp Other,710168.55,710168.55,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
353,2026-03-31,,WB-2026-03,,353,I25401,Insurance-P.I.,1206003.32,1206003.32,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
354,2026-03-31,,WB-2026-03,,354,I25422,PC Supplies,64500.0,64500.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
355,2026-03-31,,WB-2026-03,,355,I25423,Comp-Depreciation,672099.89,672099.89,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
356,2026-03-31,,WB-2026-03,,356,I25429,Software Licence Fees,6472030.64,6472030.64,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
357,2026-03-31,,WB-2026-03,,357,I25432,Software as a service Expenses,2428547.0,2428547.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
358,2026-03-31,,WB-2026-03,,358,I25455,MV - Leasing Costs (non personnel),2021443.03,2021443.03,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
359,2026-03-31,,WB-2026-03,,359,ZAAC-TAXEXPENSE,Tax expense,-21909338.32,0,21909338.32,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
360,2026-04-30,,WB-2026-04,,360,B35200,Furn Accum-Depreciation,-271543.75,0,271543.75,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
361,2026-04-30,,WB-2026-04,,361,B35210,Equip-Cost Open Balance,57228.45,57228.45,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
362,2026-04-30,,WB-2026-04,,362,B35240,Equip Accum-Depr,-848194.04,0,848194.04,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
363,2026-04-30,,WB-2026-04,,363,B35250,Comp Equip-Cost Open Balance,1590000.0,1590000.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
364,2026-04-30,,WB-2026-04,,364,B35290,Comp Equip- Accum Depreciation,-672099.05,0,672099.05,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
365,2026-04-30,,WB-2026-04,,365,B35330,Goodwill-Accum. Amortisation,-65027.17,0,65027.17,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
366,2026-04-30,,WB-2026-04,,366,B35340,Comp S/Ware Acc -Write Off,-783300.7,0,783300.7,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
367,2026-04-30,,WB-2026-04,,367,B35370,Lease Improv - Accum Ammortization,-775515.93,0,775515.93,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
368,2026-04-30,,WB-2026-04,,368,B55130,Due from/to Directors,439415.0,439415.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
369,2026-04-30,,WB-2026-04,,369,B55140,Other Debtor - Claims Receivab,0.01,0.01,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
370,2026-04-30,,WB-2026-04,,370,B55420,Due to/from Malawi,374094.46,374094.46,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
371,2026-04-30,,WB-2026-04,,371,B55430,Interest Receivable,87325.62,87325.62,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
372,2026-04-30,,WB-2026-04,,372,B55480,Drs-Income Control,-2059728.16,0,2059728.16,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
373,2026-04-30,,WB-2026-04,,373,B55481,Staff Advance and Imprest,402950.0,402950.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
374,2026-04-30,,WB-2026-04,,374,B55490,DUE TO/FROM ZAMARA HOLDING CO.,2180571.35,2180571.35,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
375,2026-04-30,,WB-2026-04,,375,B55520,DUE TO/FROM UGANDA,72994.67,72994.67,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
376,2026-04-30,,WB-2026-04,,376,B60090,EQUITY BANK,2746305.0,2746305.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
377,2026-04-30,,WB-2026-04,,377,B60110,KENYA COMMERCIAL BANK,284323.05,284323.05,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
378,2026-04-30,,WB-2026-04,,378,B60160,NCBA Bank-US$ OFFICE,3653386.77,3653386.77,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
379,2026-04-30,,WB-2026-04,,379,B60180,NCBA Office Bank Account,-50221085.97,0,50221085.97,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
380,2026-04-30,,WB-2026-04,,380,B60190,PETTY CASH - OFFICE,124346.0,124346.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
381,2026-04-30,,WB-2026-04,,381,B60370,PAUL KAMOCHE PREPAID CARD,-25660.0,0,25660.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
382,2026-04-30,,WB-2026-04,,382,B60401,CBA CARD CENTRE,-1229489.16,0,1229489.16,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
383,2026-04-30,,WB-2026-04,,383,B60410,JAMBO JET- AIRTICKETS,-293450.0,0,293450.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
384,2026-04-30,,WB-2026-04,,384,B65110,Other Receivables - Disbursements,-1116347.58,0,1116347.58,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
385,2026-04-30,,WB-2026-04,,385,B65120,Due to/from Nigeria,341115.62,341115.62,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
386,2026-04-30,,WB-2026-04,,386,B65130,Due from/to AFRIB Transactional,14400469.19,14400469.19,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
387,2026-04-30,,WB-2026-04,,387,B65140,Dues to/from Rwanda,436269.86,436269.86,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
388,2026-04-30,,WB-2026-04,,388,B65150,Fixed Deposit Account,-2000000.0,0,2000000.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
389,2026-04-30,,WB-2026-04,,389,B65180,Debtors Prepaid other,-5230884.26,0,5230884.26,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
390,2026-04-30,,WB-2026-04,,390,B65200,Provision for Bad Debts,-9626956.73,0,9626956.73,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
391,2026-04-30,,WB-2026-04,,391,B65240,VAT Receivable Debtor,3602583.0,3602583.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
392,2026-04-30,,WB-2026-04,,392,B65260,DUE FROM TANZANIA,48879.67,48879.67,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
393,2026-04-30,,WB-2026-04,,393,B70130,Due to/from Dubai,32586.44,32586.44,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
394,2026-04-30,,WB-2026-04,,394,B70140,Zamara pension Scheme,-6571690.0,0,6571690.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
395,2026-04-30,,WB-2026-04,,395,B70141,Post retirement medical fund,660010.0,660010.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
396,2026-04-30,,WB-2026-04,,396,B70150,Management fees-Subsidiary,1692461.01,1692461.01,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
397,2026-04-30,,WB-2026-04,,397,B70160,DUE TO /From DRC,304421.91,304421.91,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
398,2026-04-30,,WB-2026-04,,398,B70180,Due to/from C & P/AFFS,2286153.67,2286153.67,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
399,2026-04-30,,WB-2026-04,,399,B70190,Withholding tax 5 %,-393213.31,0,393213.31,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
400,2026-04-30,,WB-2026-04,,400,B70195,Withholding VAT 2%-Creditors,-113398.39,0,113398.39,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
401,2026-04-30,,WB-2026-04,,401,B70200,C&P Coop Sacco,55900.1,55900.1,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
402,2026-04-30,,WB-2026-04,,402,B70205,WithHolding Tax Other -20% International Creditors,173799.0,173799.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
403,2026-04-30,,WB-2026-04,,403,B70210,Social Health Insurance Fund,1720233.0,1720233.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
404,2026-04-30,,WB-2026-04,,404,B70220,National Social Security Fund,5952058.0,5952058.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
405,2026-04-30,,WB-2026-04,,405,B70230,Paymaster General (PAYE,-5062968.0,0,5062968.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
406,2026-04-30,,WB-2026-04,,406,B70235,Salaries and Wages,4634387.45,4634387.45,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
407,2026-04-30,,WB-2026-04,,407,B70260,Stanchart Check off,147939.0,147939.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
408,2026-04-30,,WB-2026-04,,408,B70280,Prov-Sundries,-192500.0,0,192500.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
409,2026-04-30,,WB-2026-04,,409,B70340,CRS-Trade (Operating),10022014.84,10022014.84,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
410,2026-04-30,,WB-2026-04,,410,B70360,Welfare Fund Contributons,16800.0,16800.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
411,2026-04-30,,WB-2026-04,,411,B70400,Other Payables-Refunds,0.24,0.24,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
412,2026-04-30,,WB-2026-04,,412,B70410,Housing Levy,-421798.0,0,421798.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
413,2026-04-30,,WB-2026-04,,413,B75120,Tax Provision-Other,-4128582.56,0,4128582.56,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
414,2026-04-30,,WB-2026-04,,414,B80110,Bonus(General provision),20850000.0,20850000.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
415,2026-04-30,,WB-2026-04,,415,B80170,VAT Control Account,-9523611.36,0,9523611.36,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
416,2026-04-30,,WB-2026-04,,416,I10047,IAC Fees,-765000.0,0,765000.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
417,2026-04-30,,WB-2026-04,,417,I10060,Actuarial - Once-off,-27639193.35,0,27639193.35,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
418,2026-04-30,,WB-2026-04,,418,I10067,AF Trust Fund,-734708.0,0,734708.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
419,2026-04-30,,WB-2026-04,,419,I10068,Retirement plans - Income Draw Down,-1445128.0,0,1445128.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
420,2026-04-30,,WB-2026-04,,420,I10070,IPP - Vuna Retirement Plan,-9647274.52,0,9647274.52,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
421,2026-04-30,,WB-2026-04,,421,I10071,MC-ADMIN FEES,-42385683.32,0,42385683.32,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
422,2026-04-30,,WB-2026-04,,422,I10073,AFRF Admin Fees,-7600000.0,0,7600000.0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
423,2026-04-30,,WB-2026-04,,423,I10121,Interest Income,-483505.67,0,483505.67,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
424,2026-04-30,,WB-2026-04,,424,I10123,Other Incomes - one off,6000.0,6000.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
425,2026-04-30,,WB-2026-04,,425,I25001,Emol.Pack-Salaries,55543197.8,55543197.8,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
426,2026-04-30,,WB-2026-04,,426,I25002,Emol.Pack-Housing Subsid,1145927.0,1145927.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
427,2026-04-30,,WB-2026-04,,427,I25003,Emol.Pack-Med.Contribut.,3407250.56,3407250.56,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
428,2026-04-30,,WB-2026-04,,428,I25004,Emol.Pack-Pens.Contribut.,4820594.99,4820594.99,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
429,2026-04-30,,WB-2026-04,,429,I25005,Emol.Pack-Other,147000.0,147000.0,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
430,2026-04-30,,WB-2026-04,,430,I25009,Co.Contrib-Life Assurance,930285.58,930285.58,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
431,2026-04-30,,WB-2026-04,,431,I25020,Temporary Staff-General,248730.67,248730.67,0,WORKBOOK,,,0,,,,,RESEED_CONSOLIDATED_ACCOUNTS,false,,
