Entry_No,Posting_Date,Document_Type,Document_No,External_Document_No,Transaction_No,G_L_Account_No,Description,Amount,Debit_Amount,Credit_Amount,Source_Code,Source_Type,Source_No,Dimension_Set_ID,Global_Dimension_1_Code,Global_Dimension_2_Code,Business_Unit_Code,IC_Partner_Code,User_ID,Reversed,Reversed_by_Entry_No,Reversed_Entry_No
519,2026-04-30,,WB-SNAPSHOT,,519,3870/200,Prem-Rental(EXTERNAL),12455100.0,12455100.0,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
520,2026-04-30,,WB-SNAPSHOT,,520,3880/200,Prem-Parking(EXTERNAL),1310000.0,1310000.0,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
521,2026-04-30,,WB-SNAPSHOT,,521,3930/200,Bus.Advert-General,23068339.02,23068339.02,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
522,2026-04-30,,WB-SNAPSHOT,,522,3980/200,Insurance-Other,15112125.68,15112125.68,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
523,2026-04-30,,WB-SNAPSHOT,,523,3990/200,Furn-Depreciation,1968243.7,1968243.7,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
524,2026-04-30,,WB-SNAPSHOT,,524,4020/200,Equip-Maintenance,283450.0,283450.0,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
525,2026-04-30,,WB-SNAPSHOT,,525,4040/200,Equip-Depreciation,5838123.65,5838123.65,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
526,2026-04-30,,WB-SNAPSHOT,,526,4090/200,Prof.Fees-Directors Fees,8367166.68,8367166.68,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
527,2026-04-30,,WB-SNAPSHOT,,527,4080/200,Prof.Fees-Audit Fees,6562500.0,6562500.0,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
528,2026-04-30,,WB-SNAPSHOT,,528,4110/200,Prof.Fees-Legal Non Tax Deduct,7998800.0,7998800.0,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
529,2026-04-30,,WB-SNAPSHOT,,529,4220/200,Institute Subscriptions,2808998.9,2808998.9,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
530,2026-04-30,,WB-SNAPSHOT,,530,4230/200,Subscriptions General,893082.45,893082.45,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
531,2026-04-30,,WB-SNAPSHOT,,531,4290/200,MV - Running Costs (non personnel),4464875.0,4464875.0,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
532,2026-04-30,,WB-SNAPSHOT,,532,4300/200,Bank Charges,1875139.29,1875139.29,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
533,2026-04-30,,WB-SNAPSHOT,,533,4650/200,Taxation expense,166144827.55,166144827.55,0,WORKBOOK,,,0,,,,,WORKBOOK_LOAD,false,,
