entity,period,statement,category_l1,category_l2,statement_line_code,line_label,line_order,dbt_kes,client_kes,difference,difference_pct,status,reason,note,client_as_stated_kes
ZAMRE,2026-06,SFP,EQUITY AND LIABILITIES,Equity,retained_earnings,Retained earnings,450,4833892.0,4833892.0,0.0,0.0,tie,,,-4833892.0
ZAMRE,2026-06,SFP,EQUITY AND LIABILITIES,Equity,net_profit,Net Profit (derived),460,19048296.66,19048296.65,0.01,0.0,tie,,,-19048296.65
ZAMRE,2026-06,SFP,EQUITY AND LIABILITIES,Equity,non_controlling_interests,Non-controlling interests,470,0.0,0.0,0.0,,tie,,,0.0
ZAMRE,2026-06,SFP,EQUITY AND LIABILITIES,Current Liabilities,trade_and_other_payables,Trade and other payables,480,0.0,0.0,0.0,,tie,,,0.0
ZAMRE,2026-06,SFP,EQUITY AND LIABILITIES,Current Liabilities,premium_payable,Premium payable,500,247392608.98,247392608.98,0.0,0.0,tie,,,-247392608.98
ZAMRE,2026-06,SFP,EQUITY AND LIABILITIES,Current Liabilities,borrowings,Borrowings,510,0.0,0.0,0.0,,tie,,,0.0
ZARIB,2026-02,SCI,INCOME,Revenue,actuarial_fees,Actuarial Fees,10,0.0,0.0,0.0,,tie,,,0.0
ZARIB,2026-02,SCI,INCOME,Revenue,insurance_commissions,Insurance Commissions,40,513772902.97,513772902.97,0.0,0.0,tie,,,-513772902.97
ZARIB,2026-02,SCI,INCOME,Revenue,saas_income,SAAS (Software as a Service),50,0.0,0.0,0.0,,tie,,,0.0
ZARIB,2026-02,SCI,INCOME,Other income,other_income,Other Income,70,5556851.33,5556851.33,0.0,0.0,tie,,,-5556851.33
ZARIB,2026-02,SCI,EXPENSES,Operating expenses,personnel_costs,Personnel Costs,80,51161172.66,51161172.66,0.0,0.0,tie,,,51161172.66
ZARIB,2026-02,SCI,EXPENSES,Operating expenses,travelling,Travelling,90,938552.0,938552.0,0.0,0.0,tie,,,938552.0
ZARIB,2026-02,SCI,EXPENSES,Operating expenses,entertainment,Entertainment,100,3009855.17,3009855.17,0.0,0.0,tie,,,3009855.17
ZARIB,2026-02,SCI,EXPENSES,Operating expenses,it_costs,IT Costs,110,1514010.69,1514010.69,0.0,0.0,tie,,,1514010.69
ZARIB,2026-02,SCI,EXPENSES,Operating expenses,communications,Communications,120,704751.74,704751.74,0.0,0.0,tie,,,704751.74
ZARIB,2026-02,SCI,EXPENSES,Operating expenses,printing_stationery,Printing & Stationery,130,379811.15,379811.15,0.0,0.0,tie,,,379811.15
ZARIB,2026-02,SCI,EXPENSES,Operating expenses,premises,Premises,140,7890452.16,7890452.16,0.0,0.0,tie,,,7890452.16
ZARIB,2026-02,SCI,EXPENSES,Operating expenses,advertising_pr,Advertising & PR,150,580740.69,580740.69,0.0,0.0,tie,,,580740.69
ZARIB,2026-02,SCI,EXPENSES,Operating expenses,insurance,Insurance,160,2275226.66,2275226.66,0.0,0.0,tie,,,2275226.66
ZARIB,2026-02,SCI,EXPENSES,Operating expenses,professional_fees,Professional Fees,170,1619308.36,1619308.36,-0.0,-0.0,tie,,,1619308.36
ZARIB,2026-02,SCI,EXPENSES,Operating expenses,depreciation,Depreciation,180,4268182.34,4268181.96,0.38,0.0,tie,,,4268181.96
ZARIB,2026-02,SCI,EXPENSES,Operating expenses,motor_vehicle_expenses,Motor Vehicle Expenses,190,1509355.46,1509355.46,0.0,0.0,tie,,,1509355.46
ZARIB,2026-02,SCI,EXPENSES,Operating expenses,general_expenses,General Expenses,200,3729457.0,3729457.0,-0.0,-0.0,tie,,,3729457.0
ZARIB,2026-02,SCI,EXPENSES,Operating expenses,management_expense,Management Expense,210,0.0,0.0,0.0,,tie,,,0.0
ZARIB,2026-02,SCI,EXPENSES,Finance costs,finance_costs,Finance cost,220,188768.6,188768.6,0.0,0.0,tie,,,188768.6
ZARIB,2026-02,SCI,EXPENSES,Taxation,taxation,Taxation,230,133030620.72,133030620.72,0.0,0.0,tie,,,133030620.72
ZARIB,2026-02,SFP,ASSETS,Non-Current Assets,ppe,"Property, Plant and Equipment",240,66897548.66,66897548.65,0.01,0.0,tie,,,66897548.65
ZARIB,2026-02,SFP,ASSETS,Non-Current Assets,computer_software,Intangible - computer software,250,16888695.68,16888695.68,0.0,0.0,tie,,,16888695.68
ZARIB,2026-02,SFP,ASSETS,Non-Current Assets,goodwill,Intangible - goodwill,260,0.0,0.0,0.0,,tie,,,0.0
ZARIB,2026-02,SFP,ASSETS,Non-Current Assets,investment_in_associate,Investment in associate,270,0.0,0.0,0.0,,tie,,,0.0
ZARIB,2026-02,SFP,ASSETS,Non-Current Assets,investment_unquoted_equity,Investment in unquoted equity securities,280,0.0,0.0,0.0,,tie,,,0.0
ZARIB,2026-02,SFP,ASSETS,Non-Current Assets,deposit_for_investment_in_subsidiary,Deposit for investment in subsidiary,290,1060688.0,1060688.0,0.0,0.0,tie,,,1060688.0
ZARIB,2026-02,SFP,ASSETS,Non-Current Assets,deferred_tax,Deferred tax,310,31050038.23,31050038.23,0.0,0.0,tie,,,31050038.23
ZARIB,2026-02,SFP,ASSETS,Current Assets,trade_receivables,Trade Receivables (Debtors),320,409667315.24,409667315.24,0.0,0.0,tie,,,409667315.24
ZARIB,2026-02,SFP,ASSETS,Current Assets,premium_receivables,Premium Receivables,330,1504822858.5,1504822858.5,0.0,0.0,tie,,,1504822858.5
ZARIB,2026-02,SFP,ASSETS,Current Assets,other_receivables,Other Receivables,340,-34348729.68,-34348729.68,0.0,-0.0,tie,,,-34348729.68
ZARIB,2026-02,SFP,ASSETS,Current Assets,due_from_to_related_parties,Due from/to related parties,350,329405302.38,329405302.38,0.0,0.0,tie,,,329405302.38
ZARIB,2026-02,SFP,ASSETS,Current Assets,office_cash,Cash - Office Cash,360,99829060.32,99829060.32,0.0,0.0,tie,,,99829060.32
ZARIB,2026-02,SFP,ASSETS,Current Assets,client_cash,Cash - Client Cash,370,347351768.66,347351768.66,-0.0,-0.0,tie,,,347351768.66
ZARIB,2026-02,SFP,ASSETS,Current Assets,deposits,Cash - Deposits,380,421793557.23,421793557.23,0.0,0.0,tie,,,421793557.23
ZARIB,2026-02,SFP,ASSETS,Current Assets,placements,Cash - Placements,390,129512975.91,129512975.91,0.0,0.0,tie,,,129512975.91
ZARIB,2026-02,SFP,ASSETS,Current Assets,tax_recoverable,Tax recoverable,400,-117135968.94,-117135968.94,0.0,-0.0,tie,,,-117135968.94
ZARIB,2026-02,SFP,EQUITY AND LIABILITIES,Equity,share_capital,Share capital,420,33360000.0,33360000.0,0.0,0.0,tie,,,-33360000.0
ZARIB,2026-02,SFP,EQUITY AND LIABILITIES,Equity,translation_reserve,Translation reserve,430,758850.95,758850.95,0.0,0.0,tie,,,-758850.95
ZARIB,2026-02,SFP,EQUITY AND LIABILITIES,Equity,proposed_dividend,Proposed dividend,440,0.0,0.0,0.0,,tie,,,0.0
ZARIB,2026-02,SFP,EQUITY AND LIABILITIES,Equity,retained_earnings,Retained earnings,450,1155073703.75,1155073703.75,0.0,0.0,tie,,,-1155073703.75
ZARIB,2026-02,SFP,EQUITY AND LIABILITIES,Equity,net_profit,Net Profit (derived),460,306529488.9,306529489.28,-0.38,-0.0,tie,,,-306529489.28
ZARIB,2026-02,SFP,EQUITY AND LIABILITIES,Equity,non_controlling_interests,Non-controlling interests,470,0.0,0.0,0.0,,tie,,,0.0
ZARIB,2026-02,SFP,EQUITY AND LIABILITIES,Current Liabilities,trade_and_other_payables,Trade and other payables,480,59684097.34,59684097.34,0.0,0.0,tie,,,-59684097.34
ZARIB,2026-02,SFP,EQUITY AND LIABILITIES,Current Liabilities,premium_payable,Premium payable,500,1651388968.87,1651388968.87,0.0,0.0,tie,,,-1651388968.87
ZARIB,2026-02,SFP,EQUITY AND LIABILITIES,Current Liabilities,borrowings,Borrowings,510,0.0,0.0,0.0,,tie,,,0.0
ZARIB,2026-03,SCI,INCOME,Revenue,actuarial_fees,Actuarial Fees,10,0.0,0.0,0.0,,tie,,,0.0
ZARIB,2026-03,SCI,INCOME,Revenue,insurance_commissions,Insurance Commissions,40,651315695.6,651315695.6,-0.0,-0.0,tie,,,-651315695.6
ZARIB,2026-03,SCI,INCOME,Revenue,saas_income,SAAS (Software as a Service),50,0.0,0.0,0.0,,tie,,,0.0
ZARIB,2026-03,SCI,INCOME,Other income,other_income,Other Income,70,13001555.86,13001555.86,0.0,0.0,tie,,,-13001555.86
ZARIB,2026-03,SCI,EXPENSES,Operating expenses,personnel_costs,Personnel Costs,80,118448005.67,129698005.67,-11250000.0,-8.67,DIFFERENCE,classification,,129698005.67
ZARIB,2026-03,SCI,EXPENSES,Operating expenses,travelling,Travelling,90,1757792.02,1757792.02,0.0,0.0,tie,,,1757792.02
ZARIB,2026-03,SCI,EXPENSES,Operating expenses,entertainment,Entertainment,100,3646986.83,3646986.83,0.0,0.0,tie,,,3646986.83
ZARIB,2026-03,SCI,EXPENSES,Operating expenses,it_costs,IT Costs,110,4926364.69,4926364.69,0.0,0.0,tie,,,4926364.69
ZARIB,2026-03,SCI,EXPENSES,Operating expenses,communications,Communications,120,1576681.02,1576681.02,0.0,0.0,tie,,,1576681.02
ZARIB,2026-03,SCI,EXPENSES,Operating expenses,printing_stationery,Printing & Stationery,130,707531.96,707531.96,0.0,0.0,tie,,,707531.96
ZARIB,2026-03,SCI,EXPENSES,Operating expenses,premises,Premises,140,10419778.92,10419778.92,0.0,0.0,tie,,,10419778.92
ZARIB,2026-03,SCI,EXPENSES,Operating expenses,advertising_pr,Advertising & PR,150,1514461.91,1514461.91,0.0,0.0,tie,,,1514461.91
ZARIB,2026-03,SCI,EXPENSES,Operating expenses,insurance,Insurance,160,3405306.24,3405306.24,0.0,0.0,tie,,,3405306.24
ZARIB,2026-03,SCI,EXPENSES,Operating expenses,professional_fees,Professional Fees,170,2980337.36,2980337.36,0.0,0.0,tie,,,2980337.36
ZARIB,2026-03,SCI,EXPENSES,Operating expenses,depreciation,Depreciation,180,6367123.64,6367123.26,0.38,0.0,tie,,,6367123.26
ZARIB,2026-03,SCI,EXPENSES,Operating expenses,motor_vehicle_expenses,Motor Vehicle Expenses,190,2462202.0,2462202.0,0.0,0.0,tie,,,2462202.0
ZARIB,2026-03,SCI,EXPENSES,Operating expenses,general_expenses,General Expenses,200,6003870.4,6003870.4,0.0,0.0,tie,,,6003870.4
ZARIB,2026-03,SCI,EXPENSES,Operating expenses,management_expense,Management Expense,210,0.0,0.0,0.0,,tie,,,0.0
ZARIB,2026-03,SCI,EXPENSES,Finance costs,finance_costs,Finance cost,220,721017.58,721017.58,0.0,0.0,tie,,,721017.58
ZARIB,2026-03,SCI,EXPENSES,Taxation,taxation,Taxation,230,149813937.37,146438937.37,3375000.0,2.3,DIFFERENCE,classification,,146438937.37
ZARIB,2026-03,SFP,ASSETS,Non-Current Assets,ppe,"Property, Plant and Equipment",240,65592150.29,65592150.29,0.0,0.0,tie,,,65592150.29
ZARIB,2026-03,SFP,ASSETS,Non-Current Assets,computer_software,Intangible - computer software,250,16465498.75,16465498.75,0.0,0.0,tie,,,16465498.75
ZARIB,2026-03,SFP,ASSETS,Non-Current Assets,goodwill,Intangible - goodwill,260,0.0,0.0,0.0,,tie,,,0.0
ZARIB,2026-03,SFP,ASSETS,Non-Current Assets,investment_in_associate,Investment in associate,270,0.0,0.0,0.0,,tie,,,0.0
ZARIB,2026-03,SFP,ASSETS,Non-Current Assets,investment_unquoted_equity,Investment in unquoted equity securities,280,0.0,0.0,0.0,,tie,,,0.0
ZARIB,2026-03,SFP,ASSETS,Non-Current Assets,deposit_for_investment_in_subsidiary,Deposit for investment in subsidiary,290,1060688.0,1060688.0,0.0,0.0,tie,,,1060688.0
ZARIB,2026-03,SFP,ASSETS,Non-Current Assets,deferred_tax,Deferred tax,310,31050038.23,31050038.23,0.0,0.0,tie,,,31050038.23
ZARIB,2026-03,SFP,ASSETS,Current Assets,trade_receivables,Trade Receivables (Debtors),320,486570962.67,486570962.67,0.0,0.0,tie,,,486570962.67
ZARIB,2026-03,SFP,ASSETS,Current Assets,premium_receivables,Premium Receivables,330,2129958096.16,2129958096.16,-0.0,-0.0,tie,,,2129958096.16
ZARIB,2026-03,SFP,ASSETS,Current Assets,other_receivables,Other Receivables,340,-30508774.03,-30508774.03,0.0,-0.0,tie,,,-30508774.03
ZARIB,2026-03,SFP,ASSETS,Current Assets,due_from_to_related_parties,Due from/to related parties,350,339370235.94,339370235.94,0.0,0.0,tie,,,339370235.94
ZARIB,2026-03,SFP,ASSETS,Current Assets,office_cash,Cash - Office Cash,360,130680522.5,130680522.5,-0.0,-0.0,tie,,,130680522.5
ZARIB,2026-03,SFP,ASSETS,Current Assets,client_cash,Cash - Client Cash,370,113660264.94,113660264.94,-0.0,-0.0,tie,,,113660264.94
ZARIB,2026-03,SFP,ASSETS,Current Assets,deposits,Cash - Deposits,380,371830978.47,371830978.47,0.0,0.0,tie,,,371830978.47
ZARIB,2026-03,SFP,ASSETS,Current Assets,placements,Cash - Placements,390,179936116.0,179936116.0,0.0,0.0,tie,,,179936116.0
ZARIB,2026-03,SFP,ASSETS,Current Assets,tax_recoverable,Tax recoverable,400,-121121682.59,-117746682.59,-3375000.0,2.87,DIFFERENCE,classification,,-117746682.59
ZARIB,2026-03,SFP,EQUITY AND LIABILITIES,Equity,share_capital,Share capital,420,33360000.0,33360000.0,0.0,0.0,tie,,,-33360000.0
ZARIB,2026-03,SFP,EQUITY AND LIABILITIES,Equity,translation_reserve,Translation reserve,430,758850.95,758850.95,0.0,0.0,tie,,,-758850.95
ZARIB,2026-03,SFP,EQUITY AND LIABILITIES,Equity,proposed_dividend,Proposed dividend,440,0.0,0.0,0.0,,tie,,,0.0
ZARIB,2026-03,SFP,EQUITY AND LIABILITIES,Equity,retained_earnings,Retained earnings,450,1201525218.75,1201525218.75,0.0,0.0,tie,,,-1201525218.75
ZARIB,2026-03,SFP,EQUITY AND LIABILITIES,Equity,net_profit,Net Profit (derived),460,349565853.85,341690854.24,7874999.61,2.3,DIFFERENCE,classification,,-341690854.24
ZARIB,2026-03,SFP,EQUITY AND LIABILITIES,Equity,non_controlling_interests,Non-controlling interests,470,0.0,0.0,0.0,,tie,,,0.0
ZARIB,2026-03,SFP,EQUITY AND LIABILITIES,Current Liabilities,trade_and_other_payables,Trade and other payables,480,56873605.2,68123605.2,-11250000.0,-16.51,DIFFERENCE,classification,,-68123605.2
ZARIB,2026-03,SFP,EQUITY AND LIABILITIES,Current Liabilities,deferred_revenue,Deferred Revenue,490,0.0,0.0,0.0,,tie,,,0.0
ZARIB,2026-03,SFP,EQUITY AND LIABILITIES,Current Liabilities,premium_payable,Premium payable,500,2072461566.19,2072461566.19,0.0,0.0,tie,,,-2072461566.19
ZARIB,2026-03,SFP,EQUITY AND LIABILITIES,Current Liabilities,borrowings,Borrowings,510,0.0,0.0,0.0,,tie,,,0.0
ZARIB,2026-04,SCI,INCOME,Revenue,actuarial_fees,Actuarial Fees,10,0.0,0.0,0.0,,tie,,,0.0
ZARIB,2026-04,SCI,INCOME,Revenue,insurance_commissions,Insurance Commissions,40,833228807.49,833228807.49,-0.0,-0.0,tie,,,-833228807.49
ZARIB,2026-04,SCI,INCOME,Revenue,saas_income,SAAS (Software as a Service),50,0.0,0.0,0.0,,tie,,,0.0
ZARIB,2026-04,SCI,INCOME,Other income,other_income,Other Income,70,20659389.39,20659389.39,-0.0,-0.0,tie,,,-20659389.39
ZARIB,2026-04,SCI,EXPENSES,Operating expenses,personnel_costs,Personnel Costs,80,169785371.85,184785371.85,-15000000.0,-8.12,DIFFERENCE,classification,,184785371.85
ZARIB,2026-04,SCI,EXPENSES,Operating expenses,travelling,Travelling,90,3721656.22,3721656.22,-0.0,-0.0,tie,,,3721656.22
ZARIB,2026-04,SCI,EXPENSES,Operating expenses,entertainment,Entertainment,100,6690346.62,6690346.62,0.0,0.0,tie,,,6690346.62
ZARIB,2026-04,SCI,EXPENSES,Operating expenses,it_costs,IT Costs,110,6489897.19,6489897.19,0.0,0.0,tie,,,6489897.19
ZARIB,2026-04,SCI,EXPENSES,Operating expenses,communications,Communications,120,2011700.72,2011700.72,0.0,0.0,tie,,,2011700.72
ZARIB,2026-04,SCI,EXPENSES,Operating expenses,printing_stationery,Printing & Stationery,130,942610.72,942610.72,0.0,0.0,tie,,,942610.72
ZARIB,2026-04,SCI,EXPENSES,Operating expenses,premises,Premises,140,13913610.98,13913610.98,-0.0,-0.0,tie,,,13913610.98
ZARIB,2026-04,SCI,EXPENSES,Operating expenses,advertising_pr,Advertising & PR,150,2069572.22,2069572.22,0.0,0.0,tie,,,2069572.22
ZARIB,2026-04,SCI,EXPENSES,Operating expenses,insurance,Insurance,160,4561957.9,4561957.9,0.0,0.0,tie,,,4561957.9
ZARIB,2026-04,SCI,EXPENSES,Operating expenses,professional_fees,Professional Fees,170,5135248.32,5135248.32,0.0,0.0,tie,,,5135248.32
ZARIB,2026-04,SCI,EXPENSES,Operating expenses,depreciation,Depreciation,180,8399181.2,8399181.19,0.01,0.0,tie,,,8399181.19
ZARIB,2026-04,SCI,EXPENSES,Operating expenses,motor_vehicle_expenses,Motor Vehicle Expenses,190,3537755.38,3537755.38,0.0,0.0,tie,,,3537755.38
ZARIB,2026-04,SCI,EXPENSES,Operating expenses,general_expenses,General Expenses,200,8625740.49,8625740.11,0.38,0.0,tie,,,8625740.11
ZARIB,2026-04,SCI,EXPENSES,Operating expenses,management_expense,Management Expense,210,0.0,0.0,0.0,,tie,,,0.0
ZARIB,2026-04,SCI,EXPENSES,Finance costs,finance_costs,Finance cost,220,1720318.26,1720318.26,0.0,0.0,tie,,,1720318.26
ZARIB,2026-04,SCI,EXPENSES,Taxation,taxation,Taxation,230,180384968.65,180384968.65,0.0,0.0,tie,,,180384968.65
ZARIB,2026-04,SFP,ASSETS,Non-Current Assets,ppe,"Property, Plant and Equipment",240,65368530.78,65368530.77,0.01,0.0,tie,,,65368530.77
ZARIB,2026-04,SFP,ASSETS,Non-Current Assets,computer_software,Intangible - computer software,250,22565801.83,22565801.83,0.0,0.0,tie,,,22565801.83
ZARIB,2026-04,SFP,ASSETS,Non-Current Assets,goodwill,Intangible - goodwill,260,0.0,0.0,0.0,,tie,,,0.0
ZARIB,2026-04,SFP,ASSETS,Non-Current Assets,investment_in_associate,Investment in associate,270,0.0,0.0,0.0,,tie,,,0.0
ZARIB,2026-04,SFP,ASSETS,Non-Current Assets,investment_unquoted_equity,Investment in unquoted equity securities,280,0.0,0.0,0.0,,tie,,,0.0
ZARIB,2026-04,SFP,ASSETS,Non-Current Assets,deposit_for_investment_in_subsidiary,Deposit for investment in subsidiary,290,1060688.0,1060688.0,0.0,0.0,tie,,,1060688.0
ZARIB,2026-04,SFP,ASSETS,Non-Current Assets,deferred_tax,Deferred tax,310,31050038.23,31050038.23,0.0,0.0,tie,,,31050038.23
ZARIB,2026-04,SFP,ASSETS,Current Assets,trade_receivables,Trade Receivables (Debtors),320,430466958.03,430466958.04,-0.01,-0.0,tie,,,430466958.04
ZARIB,2026-04,SFP,ASSETS,Current Assets,premium_receivables,Premium Receivables,330,2201631043.31,2201631043.3,0.01,0.0,tie,,,2201631043.3
ZARIB,2026-04,SFP,ASSETS,Current Assets,other_receivables,Other Receivables,340,-36070222.81,-36070222.81,0.0,-0.0,tie,,,-36070222.81
ZARIB,2026-04,SFP,ASSETS,Current Assets,due_from_to_related_parties,Due from/to related parties,350,331542532.96,331542532.96,0.0,0.0,tie,,,331542532.96
ZARIB,2026-04,SFP,ASSETS,Current Assets,office_cash,Cash - Office Cash,360,23130739.02,23130739.02,0.0,0.0,tie,,,23130739.02
ZARIB,2026-04,SFP,ASSETS,Current Assets,client_cash,Cash - Client Cash,370,194905837.97,194905837.97,0.0,0.0,tie,,,194905837.97
ZARIB,2026-04,SFP,ASSETS,Current Assets,deposits,Cash - Deposits,380,896271492.17,896271492.17,0.0,0.0,tie,,,896271492.17
ZARIB,2026-04,SFP,ASSETS,Current Assets,placements,Cash - Placements,390,142446879.6,142446879.6,0.0,0.0,tie,,,142446879.6
ZARIB,2026-04,SFP,ASSETS,Current Assets,tax_recoverable,Tax recoverable,400,-106417101.89,-106417101.89,0.0,-0.0,tie,,,-106417101.89
ZARIB,2026-04,SFP,EQUITY AND LIABILITIES,Equity,share_capital,Share capital,420,33360000.0,33360000.0,0.0,0.0,tie,,,-33360000.0
ZARIB,2026-04,SFP,EQUITY AND LIABILITIES,Equity,translation_reserve,Translation reserve,430,758850.95,758850.95,0.0,0.0,tie,,,-758850.95
ZARIB,2026-04,SFP,EQUITY AND LIABILITIES,Equity,proposed_dividend,Proposed dividend,440,0.0,0.0,0.0,,tie,,,0.0
ZARIB,2026-04,SFP,EQUITY AND LIABILITIES,Equity,retained_earnings,Retained earnings,450,1189689872.0,1189689872.0,0.0,0.0,tie,,,-1189689872.0
ZARIB,2026-04,SFP,EQUITY AND LIABILITIES,Equity,net_profit,Net Profit (derived),460,435898260.16,420898260.55,14999999.61,3.56,DIFFERENCE,classification,offset by Trade and other payables,-420898260.55
ZARIB,2026-04,SFP,EQUITY AND LIABILITIES,Equity,non_controlling_interests,Non-controlling interests,470,0.0,0.0,0.0,,tie,,,0.0
ZARIB,2026-04,SFP,EQUITY AND LIABILITIES,Current Liabilities,trade_and_other_payables,Trade and other payables,480,56225598.39,71225598.39,-15000000.0,-21.06,DIFFERENCE,classification,offset by Net Profit (derived),-71225598.39
ZARIB,2026-04,SFP,EQUITY AND LIABILITIES,Current Liabilities,deferred_revenue,Deferred Revenue,490,0.0,0.0,0.0,,tie,,,0.0
ZARIB,2026-04,SFP,EQUITY AND LIABILITIES,Current Liabilities,premium_payable,Premium payable,500,2482020635.29,2482020635.29,0.0,0.0,tie,,,-2482020635.29
ZARIB,2026-04,SFP,EQUITY AND LIABILITIES,Current Liabilities,borrowings,Borrowings,510,0.0,0.0,0.0,,tie,,,0.0
ZARIB,2026-05,SCI,INCOME,Revenue,actuarial_fees,Actuarial Fees,10,0.0,0.0,0.0,,tie,,,0.0
ZARIB,2026-05,SCI,INCOME,Revenue,insurance_commissions,Insurance Commissions,40,884741909.86,884741909.86,0.0,0.0,tie,,,-884741909.86
ZARIB,2026-05,SCI,INCOME,Revenue,saas_income,SAAS (Software as a Service),50,0.0,0.0,0.0,,tie,,,0.0
ZARIB,2026-05,SCI,INCOME,Other income,other_income,Other Income,70,22847779.89,22847779.89,0.0,0.0,tie,,,-22847779.89
ZARIB,2026-05,SCI,EXPENSES,Operating expenses,personnel_costs,Personnel Costs,80,233812206.14,233812206.14,0.0,0.0,tie,,,233812206.14
ZARIB,2026-05,SCI,EXPENSES,Operating expenses,travelling,Travelling,90,4561386.24,4561386.24,0.0,0.0,tie,,,4561386.24
ZARIB,2026-05,SCI,EXPENSES,Operating expenses,entertainment,Entertainment,100,8107212.4,8107212.4,0.0,0.0,tie,,,8107212.4
ZARIB,2026-05,SCI,EXPENSES,Operating expenses,it_costs,IT Costs,110,15926326.67,15926326.67,-0.0,-0.0,tie,,,15926326.67
ZARIB,2026-05,SCI,EXPENSES,Operating expenses,communications,Communications,120,2452569.33,2452569.33,0.0,0.0,tie,,,2452569.33
ZARIB,2026-05,SCI,EXPENSES,Operating expenses,printing_stationery,Printing & Stationery,130,1239674.36,1239674.36,-0.0,-0.0,tie,,,1239674.36
ZARIB,2026-05,SCI,EXPENSES,Operating expenses,premises,Premises,140,16986895.76,16986895.76,0.0,0.0,tie,,,16986895.76
ZARIB,2026-05,SCI,EXPENSES,Operating expenses,advertising_pr,Advertising & PR,150,2658243.29,2658243.29,0.0,0.0,tie,,,2658243.29
ZARIB,2026-05,SCI,EXPENSES,Operating expenses,insurance,Insurance,160,8192037.48,8192037.48,0.0,0.0,tie,,,8192037.48
ZARIB,2026-05,SCI,EXPENSES,Operating expenses,professional_fees,Professional Fees,170,8182214.32,8182214.32,0.0,0.0,tie,,,8182214.32
ZARIB,2026-05,SCI,EXPENSES,Operating expenses,depreciation,Depreciation,180,10501111.22,10501111.22,0.0,0.0,tie,,,10501111.22
ZARIB,2026-05,SCI,EXPENSES,Operating expenses,motor_vehicle_expenses,Motor Vehicle Expenses,190,4464613.7,4464613.7,0.0,0.0,tie,,,4464613.7
ZARIB,2026-05,SCI,EXPENSES,Operating expenses,general_expenses,General Expenses,200,9913003.14,9913002.76,0.38,0.0,tie,,,9913002.76
ZARIB,2026-05,SCI,EXPENSES,Operating expenses,management_expense,Management Expense,210,0.0,0.0,0.0,,tie,,,0.0
ZARIB,2026-05,SCI,EXPENSES,Finance costs,finance_costs,Finance cost,220,1906002.96,1906002.96,0.0,0.0,tie,,,1906002.96
ZARIB,2026-05,SCI,EXPENSES,Taxation,taxation,Taxation,230,173605857.83,173605857.83,0.0,0.0,tie,,,173605857.83
ZARIB,2026-05,SFP,ASSETS,Non-Current Assets,ppe,"Property, Plant and Equipment",240,63697181.41,63697181.4,0.01,0.0,tie,,,63697181.4
ZARIB,2026-05,SFP,ASSETS,Non-Current Assets,computer_software,Intangible - computer software,250,22142604.9,22142604.9,0.0,0.0,tie,,,22142604.9
ZARIB,2026-05,SFP,ASSETS,Non-Current Assets,goodwill,Intangible - goodwill,260,0.0,0.0,0.0,,tie,,,0.0
ZARIB,2026-05,SFP,ASSETS,Non-Current Assets,investment_in_associate,Investment in associate,270,0.0,0.0,0.0,,tie,,,0.0
ZARIB,2026-05,SFP,ASSETS,Non-Current Assets,investment_unquoted_equity,Investment in unquoted equity securities,280,0.0,0.0,0.0,,tie,,,0.0
ZARIB,2026-05,SFP,ASSETS,Non-Current Assets,deposit_for_investment_in_subsidiary,Deposit for investment in subsidiary,290,1060688.0,1060688.0,0.0,0.0,tie,,,1060688.0
ZARIB,2026-05,SFP,ASSETS,Non-Current Assets,deferred_tax,Deferred tax,310,33970530.5,33970530.5,0.0,0.0,tie,,,33970530.5
ZARIB,2026-05,SFP,ASSETS,Current Assets,trade_receivables,Trade Receivables (Debtors),320,380436693.2,380436693.21,-0.01,-0.0,tie,,,380436693.21
ZARIB,2026-05,SFP,ASSETS,Current Assets,premium_receivables,Premium Receivables,330,1358845229.32,1358845229.31,0.01,0.0,tie,,,1358845229.31
ZARIB,2026-05,SFP,ASSETS,Current Assets,other_receivables,Other Receivables,340,-42181347.46,-42181347.46,0.0,-0.0,tie,,,-42181347.46
ZARIB,2026-05,SFP,ASSETS,Current Assets,due_from_to_related_parties,Due from/to related parties,350,359224522.25,359224522.25,0.0,0.0,tie,,,359224522.25
ZARIB,2026-05,SFP,ASSETS,Current Assets,office_cash,Cash - Office Cash,360,110643981.5,110643981.5,-0.0,-0.0,tie,,,110643981.5
ZARIB,2026-05,SFP,ASSETS,Current Assets,client_cash,Cash - Client Cash,370,403087836.44,403087836.44,-0.0,-0.0,tie,,,403087836.44
ZARIB,2026-05,SFP,ASSETS,Current Assets,deposits,Cash - Deposits,380,484415098.32,484415098.32,0.0,0.0,tie,,,484415098.32
ZARIB,2026-05,SFP,ASSETS,Current Assets,placements,Cash - Placements,390,222446879.6,222446879.6,0.0,0.0,tie,,,222446879.6
ZARIB,2026-05,SFP,ASSETS,Current Assets,tax_recoverable,Tax recoverable,400,-86104107.05,-86104107.05,0.0,-0.0,tie,,,-86104107.05
ZARIB,2026-05,SFP,EQUITY AND LIABILITIES,Equity,share_capital,Share capital,420,33360000.0,33360000.0,0.0,0.0,tie,,,-33360000.0
ZARIB,2026-05,SFP,EQUITY AND LIABILITIES,Equity,translation_reserve,Translation reserve,430,758850.95,758850.95,0.0,0.0,tie,,,-758850.95
ZARIB,2026-05,SFP,EQUITY AND LIABILITIES,Equity,proposed_dividend,Proposed dividend,440,0.0,0.0,0.0,,tie,,,0.0
