period,period_end,entity,statement,section_group,line_label,row_type,statement_line_code,amount_client_basis,amount_presentation,source_tab,source_row,source_file
2026-05,2026-05-31,ZATL,SCI,Depreciation,S/ware Depreciation,detail,depreciation,0.0,0.0,SCI Detailed,93,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,DRC,SCI,Depreciation,S/ware Depreciation,detail,depreciation,0.0,0.0,SCI Detailed,93,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,C&P,SCI,Depreciation,S/ware Depreciation,detail,depreciation,0.0,0.0,SCI Detailed,93,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZAAC,SCI,Depreciation,Furn-Depreciation,detail,depreciation,1357718.46,1357718.46,SCI Detailed,94,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZAMRE,SCI,Depreciation,Furn-Depreciation,detail,depreciation,0.0,0.0,SCI Detailed,94,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZARIB,SCI,Depreciation,Furn-Depreciation,detail,depreciation,641979.48,641979.48,SCI Detailed,94,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,MALAWI,SCI,Depreciation,Furn-Depreciation,detail,depreciation,177577.35,177577.35,SCI Detailed,94,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,MENA,SCI,Depreciation,Furn-Depreciation,detail,depreciation,0.0,0.0,SCI Detailed,94,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,NIGERIA,SCI,Depreciation,Furn-Depreciation,detail,depreciation,23079.71,23079.71,SCI Detailed,94,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,RWANDA,SCI,Depreciation,Furn-Depreciation,detail,depreciation,175601.72,175601.72,SCI Detailed,94,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZHL,SCI,Depreciation,Furn-Depreciation,detail,depreciation,0.0,0.0,SCI Detailed,94,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZATL,SCI,Depreciation,Furn-Depreciation,detail,depreciation,3091.19,3091.19,SCI Detailed,94,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,DRC,SCI,Depreciation,Furn-Depreciation,detail,depreciation,120538.41,120538.41,SCI Detailed,94,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,C&P,SCI,Depreciation,Furn-Depreciation,detail,depreciation,0.0,0.0,SCI Detailed,94,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZAAC,SCI,Depreciation,Equip-Depreciation,detail,depreciation,4240972.96,4240972.96,SCI Detailed,95,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZAMRE,SCI,Depreciation,Equip-Depreciation,detail,depreciation,0.0,0.0,SCI Detailed,95,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZARIB,SCI,Depreciation,Equip-Depreciation,detail,depreciation,2588203.32,2588203.32,SCI Detailed,95,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,MALAWI,SCI,Depreciation,Equip-Depreciation,detail,depreciation,518690.39,518690.39,SCI Detailed,95,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,MENA,SCI,Depreciation,Equip-Depreciation,detail,depreciation,0.0,0.0,SCI Detailed,95,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,NIGERIA,SCI,Depreciation,Equip-Depreciation,detail,depreciation,117317.44,117317.44,SCI Detailed,95,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,RWANDA,SCI,Depreciation,Equip-Depreciation,detail,depreciation,0.0,0.0,SCI Detailed,95,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZHL,SCI,Depreciation,Equip-Depreciation,detail,depreciation,0.0,0.0,SCI Detailed,95,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZATL,SCI,Depreciation,Equip-Depreciation,detail,depreciation,52017.72,52017.72,SCI Detailed,95,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,DRC,SCI,Depreciation,Equip-Depreciation,detail,depreciation,362863.37,362863.37,SCI Detailed,95,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,C&P,SCI,Depreciation,Equip-Depreciation,detail,depreciation,0.0,0.0,SCI Detailed,95,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZAAC,SCI,Depreciation,Leasehold Improv - Ammortization,detail,depreciation,3877579.92,3877579.92,SCI Detailed,96,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZAMRE,SCI,Depreciation,Leasehold Improv - Ammortization,detail,depreciation,0.0,0.0,SCI Detailed,96,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZARIB,SCI,Depreciation,Leasehold Improv - Ammortization,detail,depreciation,3136817.22,3136817.22,SCI Detailed,96,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,MALAWI,SCI,Depreciation,Leasehold Improv - Ammortization,detail,depreciation,1515231.15,1515231.15,SCI Detailed,96,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,MENA,SCI,Depreciation,Leasehold Improv - Ammortization,detail,depreciation,0.0,0.0,SCI Detailed,96,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,NIGERIA,SCI,Depreciation,Leasehold Improv - Ammortization,detail,depreciation,0.0,0.0,SCI Detailed,96,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,RWANDA,SCI,Depreciation,Leasehold Improv - Ammortization,detail,depreciation,0.0,0.0,SCI Detailed,96,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZHL,SCI,Depreciation,Leasehold Improv - Ammortization,detail,depreciation,0.0,0.0,SCI Detailed,96,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZATL,SCI,Depreciation,Leasehold Improv - Ammortization,detail,depreciation,0.0,0.0,SCI Detailed,96,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,DRC,SCI,Depreciation,Leasehold Improv - Ammortization,detail,depreciation,26275.42,26275.42,SCI Detailed,96,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,C&P,SCI,Depreciation,Leasehold Improv - Ammortization,detail,depreciation,0.0,0.0,SCI Detailed,96,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZAAC,SCI,Depreciation,MV-Depreciation,detail,depreciation,0.0,0.0,SCI Detailed,97,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZAMRE,SCI,Depreciation,MV-Depreciation,detail,depreciation,0.0,0.0,SCI Detailed,97,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZARIB,SCI,Depreciation,MV-Depreciation,detail,depreciation,28106.13,28106.13,SCI Detailed,97,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,MALAWI,SCI,Depreciation,MV-Depreciation,detail,depreciation,956120.96,956120.96,SCI Detailed,97,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,MENA,SCI,Depreciation,MV-Depreciation,detail,depreciation,0.0,0.0,SCI Detailed,97,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,NIGERIA,SCI,Depreciation,MV-Depreciation,detail,depreciation,292723.75,292723.75,SCI Detailed,97,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,RWANDA,SCI,Depreciation,MV-Depreciation,detail,depreciation,693772.44,693772.44,SCI Detailed,97,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZHL,SCI,Depreciation,MV-Depreciation,detail,depreciation,0.0,0.0,SCI Detailed,97,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZATL,SCI,Depreciation,MV-Depreciation,detail,depreciation,0.0,0.0,SCI Detailed,97,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,DRC,SCI,Depreciation,MV-Depreciation,detail,depreciation,1153952.08,1153952.08,SCI Detailed,97,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,C&P,SCI,Depreciation,MV-Depreciation,detail,depreciation,0.0,0.0,SCI Detailed,97,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZAAC,SCI,Depreciation,Goodwill amortisation,detail,depreciation,325135.85,325135.85,SCI Detailed,98,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZAMRE,SCI,Depreciation,Goodwill amortisation,detail,depreciation,0.0,0.0,SCI Detailed,98,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZARIB,SCI,Depreciation,Goodwill amortisation,detail,depreciation,0.0,0.0,SCI Detailed,98,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,MALAWI,SCI,Depreciation,Goodwill amortisation,detail,depreciation,0.0,0.0,SCI Detailed,98,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,MENA,SCI,Depreciation,Goodwill amortisation,detail,depreciation,0.0,0.0,SCI Detailed,98,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,NIGERIA,SCI,Depreciation,Goodwill amortisation,detail,depreciation,0.0,0.0,SCI Detailed,98,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,RWANDA,SCI,Depreciation,Goodwill amortisation,detail,depreciation,0.0,0.0,SCI Detailed,98,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZHL,SCI,Depreciation,Goodwill amortisation,detail,depreciation,0.0,0.0,SCI Detailed,98,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZATL,SCI,Depreciation,Goodwill amortisation,detail,depreciation,0.0,0.0,SCI Detailed,98,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,DRC,SCI,Depreciation,Goodwill amortisation,detail,depreciation,0.0,0.0,SCI Detailed,98,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,C&P,SCI,Depreciation,Goodwill amortisation,detail,depreciation,0.0,0.0,SCI Detailed,98,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZAAC,SCI,Depreciation,(group_subtotal),group_subtotal,,17078408.94,17078408.94,SCI Detailed,99,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZAMRE,SCI,Depreciation,(group_subtotal),group_subtotal,,0.0,0.0,SCI Detailed,99,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZARIB,SCI,Depreciation,(group_subtotal),group_subtotal,,10501111.21,10501111.21,SCI Detailed,99,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,MALAWI,SCI,Depreciation,(group_subtotal),group_subtotal,,6692725.29,6692725.29,SCI Detailed,99,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,MENA,SCI,Depreciation,(group_subtotal),group_subtotal,,0.0,0.0,SCI Detailed,99,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,NIGERIA,SCI,Depreciation,(group_subtotal),group_subtotal,,433120.89,433120.89,SCI Detailed,99,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,RWANDA,SCI,Depreciation,(group_subtotal),group_subtotal,,1485383.64,1485383.64,SCI Detailed,99,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZHL,SCI,Depreciation,(group_subtotal),group_subtotal,,0.0,0.0,SCI Detailed,99,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZATL,SCI,Depreciation,(group_subtotal),group_subtotal,,55108.9,55108.9,SCI Detailed,99,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,DRC,SCI,Depreciation,(group_subtotal),group_subtotal,,1761572.0,1761572.0,SCI Detailed,99,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,C&P,SCI,Depreciation,(group_subtotal),group_subtotal,,0.0,0.0,SCI Detailed,99,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZAAC,SCI,Motor Vehicle Expenses,MV - Fuel Costs (non personnel),detail,motor_vehicle_expenses,0.0,0.0,SCI Detailed,101,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZAMRE,SCI,Motor Vehicle Expenses,MV - Fuel Costs (non personnel),detail,motor_vehicle_expenses,0.0,0.0,SCI Detailed,101,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZARIB,SCI,Motor Vehicle Expenses,MV - Fuel Costs (non personnel),detail,motor_vehicle_expenses,430800.0,430800.0,SCI Detailed,101,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,MALAWI,SCI,Motor Vehicle Expenses,MV - Fuel Costs (non personnel),detail,motor_vehicle_expenses,0.0,0.0,SCI Detailed,101,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,MENA,SCI,Motor Vehicle Expenses,MV - Fuel Costs (non personnel),detail,motor_vehicle_expenses,0.0,0.0,SCI Detailed,101,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,NIGERIA,SCI,Motor Vehicle Expenses,MV - Fuel Costs (non personnel),detail,motor_vehicle_expenses,437888.3,437888.3,SCI Detailed,101,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,RWANDA,SCI,Motor Vehicle Expenses,MV - Fuel Costs (non personnel),detail,motor_vehicle_expenses,284502.38,284502.38,SCI Detailed,101,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZHL,SCI,Motor Vehicle Expenses,MV - Fuel Costs (non personnel),detail,motor_vehicle_expenses,0.0,0.0,SCI Detailed,101,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZATL,SCI,Motor Vehicle Expenses,MV - Fuel Costs (non personnel),detail,motor_vehicle_expenses,0.0,0.0,SCI Detailed,101,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,DRC,SCI,Motor Vehicle Expenses,MV - Fuel Costs (non personnel),detail,motor_vehicle_expenses,546337.33,546337.33,SCI Detailed,101,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,C&P,SCI,Motor Vehicle Expenses,MV - Fuel Costs (non personnel),detail,motor_vehicle_expenses,0.0,0.0,SCI Detailed,101,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZAAC,SCI,Motor Vehicle Expenses,MV-Leasing Costs,detail,motor_vehicle_expenses,5871651.35,5871651.35,SCI Detailed,102,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZAMRE,SCI,Motor Vehicle Expenses,MV-Leasing Costs,detail,motor_vehicle_expenses,108853.54,108853.54,SCI Detailed,102,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,MALAWI,SCI,Motor Vehicle Expenses,MV-Leasing Costs,detail,motor_vehicle_expenses,0.0,0.0,SCI Detailed,102,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,MENA,SCI,Motor Vehicle Expenses,MV-Leasing Costs,detail,motor_vehicle_expenses,0.0,0.0,SCI Detailed,102,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,NIGERIA,SCI,Motor Vehicle Expenses,MV-Leasing Costs,detail,motor_vehicle_expenses,0.0,0.0,SCI Detailed,102,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,RWANDA,SCI,Motor Vehicle Expenses,MV-Leasing Costs,detail,motor_vehicle_expenses,0.0,0.0,SCI Detailed,102,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZHL,SCI,Motor Vehicle Expenses,MV-Leasing Costs,detail,motor_vehicle_expenses,0.0,0.0,SCI Detailed,102,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZATL,SCI,Motor Vehicle Expenses,MV-Leasing Costs,detail,motor_vehicle_expenses,0.0,0.0,SCI Detailed,102,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,DRC,SCI,Motor Vehicle Expenses,MV-Leasing Costs,detail,motor_vehicle_expenses,434423.31,434423.31,SCI Detailed,102,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,C&P,SCI,Motor Vehicle Expenses,MV-Leasing Costs,detail,motor_vehicle_expenses,0.0,0.0,SCI Detailed,102,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZAAC,SCI,Motor Vehicle Expenses,MV - Leasing Costs (non personnel),detail,motor_vehicle_expenses,0.0,0.0,SCI Detailed,103,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZAMRE,SCI,Motor Vehicle Expenses,MV - Leasing Costs (non personnel),detail,motor_vehicle_expenses,0.0,0.0,SCI Detailed,103,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZARIB,SCI,Motor Vehicle Expenses,MV - Leasing Costs (non personnel),detail,motor_vehicle_expenses,4033813.7,4033813.7,SCI Detailed,103,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,MALAWI,SCI,Motor Vehicle Expenses,MV - Leasing Costs (non personnel),detail,motor_vehicle_expenses,382765.14,382765.14,SCI Detailed,103,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,MENA,SCI,Motor Vehicle Expenses,MV - Leasing Costs (non personnel),detail,motor_vehicle_expenses,0.0,0.0,SCI Detailed,103,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,NIGERIA,SCI,Motor Vehicle Expenses,MV - Leasing Costs (non personnel),detail,motor_vehicle_expenses,0.0,0.0,SCI Detailed,103,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,RWANDA,SCI,Motor Vehicle Expenses,MV - Leasing Costs (non personnel),detail,motor_vehicle_expenses,9418.31,9418.31,SCI Detailed,103,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZHL,SCI,Motor Vehicle Expenses,MV - Leasing Costs (non personnel),detail,motor_vehicle_expenses,0.0,0.0,SCI Detailed,103,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZATL,SCI,Motor Vehicle Expenses,MV - Leasing Costs (non personnel),detail,motor_vehicle_expenses,56987.12,56987.12,SCI Detailed,103,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,DRC,SCI,Motor Vehicle Expenses,MV - Leasing Costs (non personnel),detail,motor_vehicle_expenses,152616.03,152616.03,SCI Detailed,103,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,C&P,SCI,Motor Vehicle Expenses,MV - Leasing Costs (non personnel),detail,motor_vehicle_expenses,0.0,0.0,SCI Detailed,103,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZAAC,SCI,Motor Vehicle Expenses,(group_subtotal),group_subtotal,,5871651.35,5871651.35,SCI Detailed,105,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZAMRE,SCI,Motor Vehicle Expenses,(group_subtotal),group_subtotal,,108853.54,108853.54,SCI Detailed,105,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZARIB,SCI,Motor Vehicle Expenses,(group_subtotal),group_subtotal,,4464613.7,4464613.7,SCI Detailed,105,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,MALAWI,SCI,Motor Vehicle Expenses,(group_subtotal),group_subtotal,,382765.14,382765.14,SCI Detailed,105,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,MENA,SCI,Motor Vehicle Expenses,(group_subtotal),group_subtotal,,0.0,0.0,SCI Detailed,105,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,NIGERIA,SCI,Motor Vehicle Expenses,(group_subtotal),group_subtotal,,437888.3,437888.3,SCI Detailed,105,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,RWANDA,SCI,Motor Vehicle Expenses,(group_subtotal),group_subtotal,,293920.69,293920.69,SCI Detailed,105,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZHL,SCI,Motor Vehicle Expenses,(group_subtotal),group_subtotal,,0.0,0.0,SCI Detailed,105,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZATL,SCI,Motor Vehicle Expenses,(group_subtotal),group_subtotal,,56987.12,56987.12,SCI Detailed,105,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,DRC,SCI,Motor Vehicle Expenses,(group_subtotal),group_subtotal,,1133376.67,1133376.67,SCI Detailed,105,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,C&P,SCI,Motor Vehicle Expenses,(group_subtotal),group_subtotal,,0.0,0.0,SCI Detailed,105,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZAAC,SCI,General Expenses,VALUE ADDS,detail,general_expenses,0.0,0.0,SCI Detailed,107,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZAMRE,SCI,General Expenses,VALUE ADDS,detail,general_expenses,0.0,0.0,SCI Detailed,107,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZARIB,SCI,General Expenses,VALUE ADDS,detail,general_expenses,2345681.65,2345681.65,SCI Detailed,107,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,MALAWI,SCI,General Expenses,VALUE ADDS,detail,general_expenses,0.0,0.0,SCI Detailed,107,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,MENA,SCI,General Expenses,VALUE ADDS,detail,general_expenses,0.0,0.0,SCI Detailed,107,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,NIGERIA,SCI,General Expenses,VALUE ADDS,detail,general_expenses,0.0,0.0,SCI Detailed,107,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,RWANDA,SCI,General Expenses,VALUE ADDS,detail,general_expenses,0.0,0.0,SCI Detailed,107,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZHL,SCI,General Expenses,VALUE ADDS,detail,general_expenses,0.0,0.0,SCI Detailed,107,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZATL,SCI,General Expenses,VALUE ADDS,detail,general_expenses,0.0,0.0,SCI Detailed,107,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,DRC,SCI,General Expenses,VALUE ADDS,detail,general_expenses,0.0,0.0,SCI Detailed,107,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,C&P,SCI,General Expenses,VALUE ADDS,detail,general_expenses,0.0,0.0,SCI Detailed,107,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZAAC,SCI,General Expenses,Equip-Maintenance,detail,general_expenses,60325.0,60325.0,SCI Detailed,108,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZAMRE,SCI,General Expenses,Equip-Maintenance,detail,general_expenses,0.0,0.0,SCI Detailed,108,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZARIB,SCI,General Expenses,Equip-Maintenance,detail,general_expenses,67731.32,67731.32,SCI Detailed,108,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,MALAWI,SCI,General Expenses,Equip-Maintenance,detail,general_expenses,21127.33,21127.33,SCI Detailed,108,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,MENA,SCI,General Expenses,Equip-Maintenance,detail,general_expenses,0.0,0.0,SCI Detailed,108,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,NIGERIA,SCI,General Expenses,Equip-Maintenance,detail,general_expenses,170683.56,170683.56,SCI Detailed,108,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,RWANDA,SCI,General Expenses,Equip-Maintenance,detail,general_expenses,306870.69,306870.69,SCI Detailed,108,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZHL,SCI,General Expenses,Equip-Maintenance,detail,general_expenses,0.0,0.0,SCI Detailed,108,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZATL,SCI,General Expenses,Equip-Maintenance,detail,general_expenses,0.0,0.0,SCI Detailed,108,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,DRC,SCI,General Expenses,Equip-Maintenance,detail,general_expenses,0.0,0.0,SCI Detailed,108,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,C&P,SCI,General Expenses,Equip-Maintenance,detail,general_expenses,51000.0,51000.0,SCI Detailed,108,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZAAC,SCI,General Expenses,Summary:Gen Exp Other,detail,general_expenses,2620579.48,2620579.48,SCI Detailed,109,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZAMRE,SCI,General Expenses,Summary:Gen Exp Other,detail,general_expenses,74623.41,74623.41,SCI Detailed,109,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZARIB,SCI,General Expenses,Summary:Gen Exp Other,detail,general_expenses,2368656.35,2368656.35,SCI Detailed,109,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,MALAWI,SCI,General Expenses,Summary:Gen Exp Other,detail,general_expenses,0.0,0.0,SCI Detailed,109,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,MENA,SCI,General Expenses,Summary:Gen Exp Other,detail,general_expenses,0.0,0.0,SCI Detailed,109,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,NIGERIA,SCI,General Expenses,Summary:Gen Exp Other,detail,general_expenses,371500.58,371500.58,SCI Detailed,109,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,RWANDA,SCI,General Expenses,Summary:Gen Exp Other,detail,general_expenses,689808.41,689808.41,SCI Detailed,109,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZHL,SCI,General Expenses,Summary:Gen Exp Other,detail,general_expenses,0.0,0.0,SCI Detailed,109,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZATL,SCI,General Expenses,Summary:Gen Exp Other,detail,general_expenses,780806.89,780806.89,SCI Detailed,109,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,DRC,SCI,General Expenses,Summary:Gen Exp Other,detail,general_expenses,1924649.04,1924649.04,SCI Detailed,109,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,C&P,SCI,General Expenses,Summary:Gen Exp Other,detail,general_expenses,2820768.35,2820768.35,SCI Detailed,109,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZAAC,SCI,General Expenses,Books & Periodicals,detail,general_expenses,373271.21,373271.21,SCI Detailed,111,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZAMRE,SCI,General Expenses,Books & Periodicals,detail,general_expenses,0.0,0.0,SCI Detailed,111,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZARIB,SCI,General Expenses,Books & Periodicals,detail,general_expenses,386812.0,386812.0,SCI Detailed,111,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,MALAWI,SCI,General Expenses,Books & Periodicals,detail,general_expenses,0.0,0.0,SCI Detailed,111,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,MENA,SCI,General Expenses,Books & Periodicals,detail,general_expenses,0.0,0.0,SCI Detailed,111,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,NIGERIA,SCI,General Expenses,Books & Periodicals,detail,general_expenses,0.0,0.0,SCI Detailed,111,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,RWANDA,SCI,General Expenses,Books & Periodicals,detail,general_expenses,0.0,0.0,SCI Detailed,111,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZHL,SCI,General Expenses,Books & Periodicals,detail,general_expenses,0.0,0.0,SCI Detailed,111,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,ZATL,SCI,General Expenses,Books & Periodicals,detail,general_expenses,0.0,0.0,SCI Detailed,111,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,DRC,SCI,General Expenses,Books & Periodicals,detail,general_expenses,0.0,0.0,SCI Detailed,111,May 2026 Consolidated Accounts.xlsx
2026-05,2026-05-31,C&P,SCI,General Expenses,Books & Periodicals,detail,general_expenses,0.0,0.0,SCI Detailed,111,May 2026 Consolidated Accounts.xlsx
